hospital_name,city,state,county_name,hospital_overall_rating
CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,MORGANTON,North Carolina,Burke,4.0
BANNER GATEWAY MEDICAL CENTER,GILBERT,Arizona,Maricopa,3.0
JEFFERSON HOSPITAL,LOUISVILLE,Georgia,Jefferson,4.0
AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,California,Orange,3.0
NORTHERN HOSPITAL OF SURRY COUNTY,MOUNT AIRY,North Carolina,Surry,5.0
WILCOX MEMORIAL HOSPITAL,LIHUE,Hawaii,Kauai,4.0
PROVIDENCE MEDICAL CENTER,KANSAS CITY,Kansas,Wyandotte,5.0
LOVELACE WOMEN'S HOSPITAL,ALBUQUERQUE,New Mexico,Bernalillo,3.0
FLORIDA HOSPITAL FLAGLER,PALM COAST,Florida,Flagler,3.0
"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",WILLCOX,Arizona,Cochise,2.0
GOODLAND REGIONAL MEDICAL CENTER,GOODLAND,Kansas,Sherman,3.0
LEGACY SILVERTON MEDICAL CENTER,SILVERTON,Oregon,Marion,4.0
BAYSTATE WING HOSPITAL,PALMER,Massachusetts,Hampden,4.0
TRISTAR SOUTHERN HILLS MEDICAL CENTER,NASHVILLE,Tennessee,Davidson,3.0
WYCKOFF HEIGHTS MEDICAL CENTER,BROOKLYN,New York,Kings,1.0
GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,GRAND BLANC,Michigan,Genesee,2.0
DUKE UNIVERSITY HOSPITAL,DURHAM,North Carolina,Durham,4.0
SHANDS LIVE OAK REGIONAL MEDICAL CENTER,LIVE OAK,Florida,Suwannee,3.0
UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,RAVENNA,Ohio,Portage,4.0
LEE'S SUMMIT MEDICAL CENTER,LEES SUMMIT,Missouri,Jackson,3.0
HUMBOLDT GENERAL HOSPITAL,WINNEMUCCA,Nevada,Humboldt,3.0
MERCY HEALTH - WILLARD HOSPITAL,WILLARD,Ohio,Huron,4.0
MUSC MEDICAL CENTER,CHARLESTON,South Carolina,Charleston,2.0
STAR VALLEY MEDICAL CENTER,AFTON,Wyoming,Lincoln,4.0
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",OKLAHOMA CITY,Oklahoma,Oklahoma,5.0
CAMBRIDGE MEDICAL CENTER,CAMBRIDGE,Minnesota,Isanti,4.0
JENNERSVILLE HOSPITAL,WEST GROVE,Pennsylvania,Chester,3.0
THREE RIVERS MEDICAL CENTER,LOUISA,Kentucky,Lawrence,4.0
EASTSIDE MEDICAL CENTER,SNELLVILLE,Georgia,Gwinnett,2.0
CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,Missouri,Carroll,3.0
GRAND VIEW HOSPITAL,SELLERSVILLE,Pennsylvania,Bucks,2.0
ST JOSEPHS AREA  HEALTH SERVICES,PARK RAPIDS,Minnesota,Hubbard,4.0
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",CINCINNATI,Ohio,Hamilton,2.0
USA HEALTH UNIVERSITY HOSPITAL,MOBILE,Alabama,Mobile,3.0
NAVARRO REGIONAL HOSPITAL,CORSICANA,Texas,Navarro,3.0
BAYSTATE NOBLE HOSPITAL,WESTFIELD,Massachusetts,Hampden,3.0
PINCKNEYVILLE COMMUNITY HOSPITAL,PINCKNEYVILLE,Illinois,Perry,3.0
BEAVER DAM COMMUNITY HOSPITAL,BEAVER DAM,Wisconsin,Dodge,3.0
UPMC CHAUTAUQUA AT WCA,JAMESTOWN,New York,Chautauqua,2.0
BRIDGEPORT HOSPITAL,BRIDGEPORT,Connecticut,Fairfield,3.0
UNICOI COUNTY  HOSPITAL,ERWIN,Tennessee,Unicoi,3.0
DELTA COUNTY MEMORIAL HOSPITAL,DELTA,Colorado,Delta,4.0
EAST CARROLL PARISH HOSPITAL,LAKE PROVIDENCE,Louisiana,East carroll,3.0
HOLMES REGIONAL MEDICAL CENTER,MELBOURNE,Florida,Brevard,3.0
SUMMA HEALTH SYSTEM,AKRON,Ohio,Summit,3.0
ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,California,San bernardino,2.0
RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,Alabama,Etowah,4.0
MAYO CLINIC HEALTH SYSTEM-RED CEDAR INC,MENOMONIE,Wisconsin,Dunn,5.0
UT HEALTH EAST TEXAS PITTSBURG HOSPITAL,PITTSBURG,Texas,Camp,4.0
WELLINGTON REGIONAL MEDICAL CENTER LLC,WELLINGTON,Florida,Palm beach,1.0
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,JACKSONVILLE,Florida,Duval,4.0
ST MARY'S HOSPITAL,ATHENS,Georgia,Clarke,3.0
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,Iowa,Johnson,3.0
CUMBERLAND COUNTY HOSPITAL,BURKESVILLE,Kentucky,Cumberland,3.0
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,PITTSBURGH,Pennsylvania,Allegheny,4.0
RIVERTON HOSPITAL,RIVERTON,Utah,Salt lake,4.0
INTEGRIS SOUTHWEST MEDICAL CENTER,OKLAHOMA CITY,Oklahoma,Oklahoma,3.0
FAIRMONT REGIONAL MEDICAL CENTER,FAIRMONT,West Virginia,Marion,2.0
GOTHENBURG MEMORIAL HOSPITAL,GOTHENBURG,Nebraska,Dawson,3.0
"STAFFORD HOSPITAL, LLC",STAFFORD,Virginia,Stafford,4.0
SWEDISH AMERICAN HOSPITAL,ROCKFORD,Illinois,Winnebago,3.0
TRINITY MUSCATINE,MUSCATINE,Iowa,Muscatine,4.0
ST BARNABAS HOSPITAL,BRONX,New York,Bronx,1.0
ST ROSE HOSPITAL,HAYWARD,California,Alameda,2.0
UPMC MERCY,PITTSBURGH,Pennsylvania,Allegheny,3.0
ALBANY MEMORIAL HOSPITAL,ALBANY,New York,Albany,2.0
GEISINGER JERSEY SHORE HOSPITAL,JERSEY SHORE,Pennsylvania,Lycoming,4.0
THE MIRIAM HOSPITAL,PROVIDENCE,Rhode Island,Providence,3.0
ST CATHERINE HOSPITAL,GARDEN CITY,Kansas,Finney,1.0
GOOD SAMARITAN HOSPITAL,VINCENNES,Indiana,Knox,4.0
ALTA BATES SUMMIT MEDICAL CENTER,OAKLAND,California,Alameda,5.0
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,LA PLATA,Maryland,Charles,2.0
CEDAR-SINAI MARINA DEL REY HOSPITAL,MARINA DEL REY,California,Los angeles,3.0
LUBBOCK HEART HOSPITAL LP,LUBBOCK,Texas,Lubbock,4.0
ADVOCATE SOUTH SUBURBAN HOSPITAL,HAZEL CREST,Illinois,Cook,4.0
ALLEGAN GENERAL HOSPITAL,ALLEGAN,Michigan,Allegan,3.0
DEACONESS MEDICAL CENTER,SPOKANE,Washington,Spokane,4.0
RICHLAND PARISH HOSPITAL-DELHI,DELHI,Louisiana,Richland,3.0
INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,LAFAYETTE,Indiana,Tippecanoe,3.0
OCHSNER ST MARY,MORGAN CITY,Louisiana,St. mary,2.0
TENNOVA HEALTHCARE-SHELBYVILLE,SHELBYVILLE,Tennessee,Bedford,4.0
CABINET PEAKS MEDICAL CENTER,LIBBY,Montana,Lincoln,3.0
PRISMA HEALTH GREER MEMORIAL HOSPITAL,GREER,South Carolina,Greenville,5.0
BARSTOW COMMUNITY HOSPITAL,BARSTOW,California,San bernardino,2.0
CHI ST LUKE'S PATIENTS MEDICAL CENTER,PASADENA,Texas,Harris,5.0
WAMEGO HEALTH CENTER,WAMEGO,Kansas,Pottawatomie,4.0
GOOD SHEPHERD MEDICAL CENTER,HERMISTON,Oregon,Umatilla,3.0
SAMARITAN LEBANON COMMUNITY HOSPITAL,LEBANON,Oregon,Linn,4.0
HOULTON REGIONAL HOSPITAL,HOULTON,Maine,Aroostook,4.0
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,ANNISTON,Alabama,Calhoun,2.0
GEORGETOWN COMMUNITY HOSPITAL,GEORGETOWN,Kentucky,Scott,4.0
"ST. VINCENT CARMEL HOSPITAL, INC.",CARMEL,Indiana,Hamilton,5.0
KATHERINE SHAW BETHEA HOSPITAL,DIXON,Illinois,Lee,3.0
WINNESHIEK MEDICAL CENTER,DECORAH,Iowa,Winneshiek,4.0
MULTICARE AUBURN MEDICAL CENTER,AUBURN,Washington,King,2.0
STEVENS COMMUNITY MEDICAL CENTER,MORRIS,Minnesota,Stevens,4.0
WISE REGIONAL HEALTH SYSTEM,DECATUR,Texas,Wise,2.0
ASPIRUS IRONWOOD HOSPITAL,IRONWOOD,Michigan,Gogebic,4.0
TRINITY - BETTENDORF,BETTENDORF,Iowa,Scott,4.0
INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,Indiana,Marion,4.0
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,STEUBENVILLE,Ohio,Jefferson,3.0
MEDICAL CENTER ENTERPRISE,ENTERPRISE,Alabama,Coffee,4.0
GRITMAN MEDICAL CENTER,MOSCOW,Idaho,Latah,4.0
SALT LAKE REGIONAL MEDICAL CENTER,SALT LAKE CITY,Utah,Salt lake,3.0
BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,GRAPEVINE,Texas,Tarrant,5.0
ST ELIZABETH HOSPITAL,ENUMCLAW,Washington,King,4.0
MOBRIDGE REGIONAL HOSPITAL - CAH,MOBRIDGE,South Dakota,Walworth,3.0
HARLAN ARH HOSPITAL,HARLAN,Kentucky,Harlan,2.0
ST JOSEPH REGIONAL HEALTH CENTER,BRYAN,Texas,Brazos,4.0
SPRING VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,Nevada,Clark,1.0
ABINGTON HEALTH LANSDALE HOSPITAL,LANSDALE,Pennsylvania,Montgomery,4.0
BAPTIST MEDICAL CENTER ATTALA,KOSCIUSKO,Mississippi,Attala,3.0
EMANUEL MEDICAL CENTER,TURLOCK,California,Stanislaus,1.0
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,Iowa,Dickinson,5.0
NICHOLAS H NOYES MEMORIAL HOSPITAL,DANSVILLE,New York,Livingston,2.0
CANDLER HOSPITAL,SAVANNAH,Georgia,Chatham,2.0
HAMILTON MEMORIAL HOSPITAL,MCLEANSBORO,Illinois,Hamilton,2.0
NORTHERN WESTCHESTER HOSPITAL,MOUNT KISCO,New York,Westchester,2.0
VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,Texas,Cameron,4.0
NATHAN LITTAUER HOSPITAL,GLOVERSVILLE,New York,Fulton,3.0
ADVENTHEALTH CENTRAL TEXAS,KILLEEN,Texas,Bell,4.0
ST MARY MEDICAL CENTER,GALESBURG,Illinois,Knox,4.0
NYC HEALTH + HOSPITALS/CONEY ISLAND,BROOKLYN,New York,Kings,1.0
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,BURLESON,Texas,Johnson,4.0
EAST ALABAMA MEDICAL CENTER AND SNF,OPELIKA,Alabama,Lee,4.0
MERCYONE CENTERVILLE MEDICAL CENTER,CENTERVILLE,Iowa,Appanoose,3.0
UPMC HORIZON,GREENVILLE,Pennsylvania,Mercer,5.0
SOUTHWEST MS REGIONAL MEDICAL CENTER,MCCOMB,Mississippi,Pike,1.0
SPECTRUM HEALTH LUDINGTON HOSPITAL,LUDINGTON,Michigan,Mason,3.0
PROVIDENCE MEDICAL CENTER,WAYNE,Nebraska,Wayne,4.0
HCA HOUSTON HEALTHCARE CLEAR LAKE,WEBSTER,Texas,Harris,3.0
LANCASTER GENERAL HOSPITAL,LANCASTER,Pennsylvania,Lancaster,5.0
BASSETT HEALTHCARE,COOPERSTOWN,New York,Otsego,1.0
ST FRANCIS MEDICAL CENTER,TRENTON,New Jersey,Mercer,2.0
SOUTH COAST GLOBAL MEDICAL CENTER,SANTA ANA,California,Orange,2.0
HCA HOUSTON HEALTHCARE PEARLAND,PEARLAND,Texas,Brazoria,3.0
BON SECOURS MARY IMMACULATE HOSPITAL,NEWPORT NEWS,Virginia,Newport news city,4.0
INOVA FAIR OAKS HOSPITAL,FAIRFAX,Virginia,Fairfax,5.0
"BARNESVILLE HOSPITAL ASSOCIATION, INC",BARNESVILLE,Ohio,Belmont,3.0
METHODIST CHARLTON MEDICAL CENTER,DALLAS,Texas,Dallas,2.0
IBERIA MEDICAL CENTER,NEW IBERIA,Louisiana,Iberia,3.0
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,WACO,Texas,Mc lennan,3.0
ST BERNARD PARISH HOSPITAL,CHALMETTE,Louisiana,St. bernard,2.0
COX MEDICAL CENTER BRANSON,BRANSON,Missouri,Taney,4.0
LINCOLN COUNTY MEDICAL CENTER,RUIDOSO,New Mexico,Lincoln,5.0
ST JOSEPH HOSPITAL,BELLINGHAM,Washington,Whatcom,4.0
THE CARLE FOUNDATION HOSPITAL,URBANA,Illinois,Champaign,3.0
CARLSBAD MEDICAL CENTER,CARLSBAD,New Mexico,Eddy,2.0
BOTHWELL REGIONAL HEALTH CENTER,SEDALIA,Missouri,Pettis,3.0
PARKER ADVENTIST HOSPITAL,PARKER,Colorado,Douglas,5.0
TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,GEORGETOWN,South Carolina,Georgetown,4.0
BEAUMONT HOSPITAL - FARMINGTON HILLS,FARMINGTON HILLS,Michigan,Oakland,4.0
SAINT MARY'S HOSPITAL,WATERBURY,Connecticut,New haven,4.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,SOMERVILLE,New Jersey,Somerset,3.0
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,TYLER,Texas,Smith,3.0
HARRIS REGIONAL HOSPITAL,SYLVA,North Carolina,Jackson,2.0
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,HOLLYWOOD,California,Los angeles,2.0
JAMESTOWN REGIONAL MEDICAL CENTER,JAMESTOWN,North Dakota,Stutsman,4.0
HUNTINGTON BEACH HOSPITAL,HUNTINGTON BEACH,California,Orange,3.0
AVERA HEART HOSPITAL OF SOUTH DAKOTA,SIOUX FALLS,South Dakota,Lincoln,5.0
"PINEVILLE COMMUNITY HEALTH CENTER, INC",PINEVILLE,Kentucky,Bell,3.0
SOUTH POINTE HOSPITAL,WARRENSVILLE HEIGHTS,Ohio,Cuyahoga,3.0
SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,New Jersey,Essex,3.0
BLACK RIVER MEMORIAL HOSPITAL,BLACK RIVER FALLS,Wisconsin,Jackson,4.0
POPLAR BLUFF REGIONAL MEDICAL CENTER,POPLAR BLUFF,Missouri,Butler,1.0
BAPTIST HEALTH PADUCAH,PADUCAH,Kentucky,Mc cracken,2.0
WETZEL COUNTY HOSPITAL,NEW MARTINSVILLE,West Virginia,Wetzel,4.0
MITCHELL COUNTY HOSPITAL DISTRICT,COLORADO CITY,Texas,Mitchell,3.0
ST JOSEPH MEDICAL CENTER,BLOOMINGTON,Illinois,Mc lean,4.0
RIDGEVIEW MEDICAL CENTER,WACONIA,Minnesota,Carver,4.0
HIGHLANDS REGIONAL MEDICAL CENTER,PRESTONSBURG,Kentucky,Floyd,1.0
SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,HERRIN,Illinois,Williamson,2.0
INDIAN PATH COMMUNITY HOSPITAL,KINGSPORT,Tennessee,Sullivan,3.0
BOSTON MEDICAL CENTER,BOSTON,Massachusetts,Suffolk,4.0
TEMECULA VALLEY HOSPITAL,TEMECULA,California,Riverside,5.0
RICHLAND MEMORIAL HOSPITAL,OLNEY,Illinois,Richland,3.0
DUBLIN METHODIST HOSPITAL,DUBLIN,Ohio,Franklin,5.0
JAMAICA HOSPITAL MEDICAL CENTER,JAMAICA,New York,Queens,1.0
HOCKING VALLEY COMMUNITY HOSPITAL,LOGAN,Ohio,Hocking,3.0
ADVENTHEALTH NEW SMYRNA BEACH,NEW SMYRNA BEACH,Florida,Volusia,1.0
FRANCISCAN HEALTH CROWN POINT,CROWN POINT,Indiana,Lake,4.0
SOUTH MIAMI HOSPITAL,SOUTH MIAMI,Florida,Miami-dade,3.0
HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,ENGLEWOOD,Colorado,Arapahoe,4.0
LDS HOSPITAL,SALT LAKE CITY,Utah,Salt lake,5.0
MASONICARE HEALTH CENTER HOSPITAL,WALLINGFORD,Connecticut,New haven,4.0
ST. MARY'S HOSPITAL,TUCSON,Arizona,Pima,2.0
COMMUNITY HOSPITAL OF HUNTINGTON PARK,HUNTINGTON PARK,California,Los angeles,2.0
SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE,MARYVILLE,Missouri,Nodaway,4.0
AURORA MEDICAL CTR OSHKOSH,OSHKOSH,Wisconsin,Winnebago,4.0
OUR LADY OF FATIMA HOSPITAL,NORTH PROVIDENCE,Rhode Island,Providence,2.0
UH REGIONAL HOSPITALS,RICHMOND HEIGHTS,Ohio,Cuyahoga,4.0
ADVENTIST HINSDALE HOSPITAL,HINSDALE,Illinois,Du page,4.0
WEST SUBURBAN MEDICAL CENTER,OAK PARK,Illinois,Cook,3.0
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,BRISTOL,Tennessee,Sullivan,2.0
SAUK PRAIRIE HOSPITAL,PRAIRIE DU SAC,Wisconsin,Sauk,5.0
ATRIUM HEALTH UNIVERSITY CITY,CHARLOTTE,North Carolina,Mecklenburg,4.0
MEDSTAR GOOD SAMARITAN HOSPITAL,BALTIMORE,Maryland,Baltimore city,4.0
GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS,HILLSBORO,Wisconsin,Vernon,4.0
HENDRICKS REGIONAL HEALTH,DANVILLE,Indiana,Hendricks,4.0
INTERFAITH MEDICAL CENTER,BROOKLYN,New York,Kings,1.0
WAUPUN MEMORIAL HOSPITAL,WAUPUN,Wisconsin,Fond du lac,4.0
SANTIAM HOSPITAL,STAYTON,Oregon,Marion,3.0
TISHOMINGO HEALTH SERVICES INC,IUKA,Mississippi,Tishomingo,5.0
MEDICAL CENTER OF TRINITY,TRINITY,Florida,Pasco,2.0
SAN MATEO MEDICAL CENTER,SAN MATEO,California,San mateo,2.0
WAHIAWA GENERAL HOSPITAL,WAHIAWA,Hawaii,Honolulu,2.0
CHICKASAW NATION MEDICAL CENTER,ADA,Oklahoma,Pontotoc,4.0
SPRINGHILL MEDICAL CENTER,SPRINGHILL,Louisiana,Webster,4.0
COVENANT HOSPITAL LEVELLAND,LEVELLAND,Texas,Hockley,3.0
IREDELL MEMORIAL HOSPITAL INC,STATESVILLE,North Carolina,Iredell,3.0
ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,Washington,King,3.0
HUTCHINSON HEALTH,HUTCHINSON,Minnesota,Mc leod,4.0
MARSHFIELD MEDICAL CENTER,MARSHFIELD,Wisconsin,Wood,3.0
NORTHERN MAINE MEDICAL CENTER,FORT KENT,Maine,Aroostook,5.0
LA PAZ REGIONAL HOSPITAL,PARKER,Arizona,Lapaz,3.0
SAINT JOSEPH REGIONAL MEDICAL CENTER,MISHAWAKA,Indiana,St. joseph,4.0
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,AUSTIN,Texas,Travis,3.0
UNIVERSITY HOSPITAL,AUGUSTA,Georgia,Richmond,4.0
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,New Jersey,Mercer,2.0
KAISER FOUNDATION HOSPITAL - WESTSIDE,HILLSBORO,Oregon,Washington,5.0
MEMORIAL HOSPITAL PEMBROKE,PEMBROKE PINES,Florida,Broward,4.0
WEBSTER GENERAL HOSPITAL/ SWING BED,EUPORA,Mississippi,Webster,5.0
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,OKLAHOMA CITY,Oklahoma,Oklahoma,3.0
METRO HEALTH HOSPITAL,WYOMING,Michigan,Kent,3.0
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,WOODLAND HILLS,California,Los angeles,3.0
LAC+USC MEDICAL CENTER,LOS ANGELES,California,Los angeles,1.0
METHODIST STONE OAK HOSPITAL,SAN ANTONIO,Texas,Bexar,4.0
HONORHEALTH DEER VALLEY MEDICAL CENTER,PHOENIX,Arizona,Maricopa,3.0
SSM DEPAUL HEALTH CENTER,BRIDGETON,Missouri,St. louis,2.0
SAGEWEST HEALTH CARE,RIVERTON,Wyoming,Fremont,3.0
INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,TIPTON,Indiana,Tipton,4.0
MARCUM AND WALLACE MEMORIAL HOSPITAL,IRVINE,Kentucky,Estill,4.0
PEMISCOT COUNTY MEMORIAL HOSPITAL,HAYTI,Missouri,Pemiscot,2.0
HOMESTEAD HOSPITAL,HOMESTEAD,Florida,Miami-dade,2.0
EASTERN NEW MEXICO MEDICAL CENTER,ROSWELL,New Mexico,Chaves,3.0
SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,DEXTER,Missouri,Stoddard,2.0
WOOD COUNTY HOSPITAL,BOWLING GREEN,Ohio,Wood,3.0
PENNSYLVANIA HOSPITAL,PHILADELPHIA,Pennsylvania,Philadelphia,2.0
BROWARD HEALTH MEDICAL CENTER,FORT LAUDERDALE,Florida,Broward,2.0
ST CHARLES REDMOND,REDMOND,Oregon,Deschutes,3.0
LOGAN MEMORIAL HOSPITAL,RUSSELLVILLE,Kentucky,Logan,5.0
ADVENTIST GLENOAKS,GLENDALE HEIGHTS,Illinois,Du page,2.0
JOHNSTON HEALTH,SMITHFIELD,North Carolina,Johnston,4.0
FRYE REGIONAL MEDICAL CENTER,HICKORY,North Carolina,Catawba,2.0
CHI HEALTH BERGAN MERCY,OMAHA,Nebraska,Douglas,4.0
MEMORIAL MEDICAL CENTER,ASHLAND,Wisconsin,Ashland,4.0
WARREN MEMORIAL HOSPITAL,FRONT ROYAL,Virginia,Warren,4.0
DIXIE REGIONAL MEDICAL CENTER,ST GEORGE,Utah,Washington,5.0
UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,CHESTERTOWN,Maryland,Kent,4.0
SPARROW IONIA HOSPITAL,IONIA,Michigan,Ionia,4.0
MAGRUDER HOSPITAL,PORT CLINTON,Ohio,Ottawa,5.0
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",ATLANTA,Georgia,Fulton,4.0
PARKVIEW NOBLE HOSPITAL,KENDALLVILLE,Indiana,Noble,4.0
HUNTSVILLE HOSPITAL,HUNTSVILLE,Alabama,Madison,2.0
MCLEOD HEALTH CLARENDON,MANNING,South Carolina,Clarendon,4.0
CLEARWATER VALLEY HOSPITAL & CLINICS,OROFINO,Idaho,Clearwater,3.0
RHEA MEDICAL CENTER,DAYTON,Tennessee,Rhea,2.0
ST AGNES HOSPITAL,FOND DU LAC,Wisconsin,Fond du lac,4.0
DECATUR MEMORIAL HOSPITAL,DECATUR,Illinois,Macon,3.0
BOONE COUNTY HOSPITAL,BOONE,Iowa,Boone,4.0
SIERRA VIEW MEDICAL CENTER,PORTERVILLE,California,Tulare,1.0
MORTON PLANT NORTH BAY HOSPITAL,NEW PORT RICHEY,Florida,Pasco,3.0
METHODIST HOSPITAL,HENDERSON,Kentucky,Henderson,2.0
GRAND STRAND REGIONAL MEDICAL CENTER,MYRTLE BEACH,South Carolina,Horry,4.0
COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,Wisconsin,Columbia,4.0
ST JOSEPH HOSPITAL,FORT WAYNE,Indiana,Allen,2.0
D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,Alabama,Tuscaloosa,2.0
"SARTORI MEMORIAL HOSPITAL, INC",CEDAR FALLS,Iowa,Black hawk,3.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,Texas,Tarrant,4.0
GULF BREEZE HOSPITAL,GULF BREEZE,Florida,Santa rosa,5.0
METHODIST HOSPITAL OF CHICAGO,CHICAGO,Illinois,Cook,3.0
GETTYSBURG HOSPITAL,GETTYSBURG,Pennsylvania,Adams,4.0
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,LEWISTON,New York,Niagara,3.0
BRADLEY COUNTY MEDICAL CENTER,WARREN,Arkansas,Bradley,4.0
WESLEY MEDICAL CENTER,WICHITA,Kansas,Sedgwick,5.0
ILLINI COMMUNITY HOSPITAL,PITTSFIELD,Illinois,Pike,3.0
SOUTHWESTERN VERMONT MEDICAL CENTER,BENNINGTON,Vermont,Bennington,4.0
FORT SANDERS REGIONAL MEDICAL CENTER,KNOXVILLE,Tennessee,Knox,2.0
HEALTHMARK REGIONAL MEDICAL CENTER,DEFUNIAK SPRINGS,Florida,Walton,4.0
DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,California,Riverside,2.0
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,SAINT MARYS,Georgia,Camden,4.0
ST FRANCIS HOSPITAL,CHARLESTON,West Virginia,Kanawha,3.0
ANTELOPE VALLEY HOSPITAL,LANCASTER,California,Los angeles,1.0
HERITAGE VALLEY BEAVER,BEAVER,Pennsylvania,Beaver,4.0
ADENA PIKE MEDICAL CENTER,WAVERLY,Ohio,Pike,4.0
ST VINCENT DUNN HOSPITAL INC,BEDFORD,Indiana,Lawrence,4.0
STILLWATER MEDICAL - PERRY,PERRY,Oklahoma,Noble,3.0
HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,New Jersey,Bergen,3.0
PIEDMONT MEDICAL CENTER,ROCK HILL,South Carolina,York,2.0
PROVIDENCE ST PETER HOSPITAL,OLYMPIA,Washington,Thurston,3.0
BELTON REGIONAL MEDICAL CENTER,BELTON,Missouri,Cass,4.0
NORTHWEST MEDICAL CENTER-SPRINGDALE,SPRINGDALE,Arkansas,Washington,2.0
MOSES TAYLOR HOSPITAL,SCRANTON,Pennsylvania,Lackawanna,2.0
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,BALTIMORE,Maryland,Baltimore,2.0
CHI HEALTH MISSOURI VALLEY,MISSOURI VALLEY,Iowa,Harrison,4.0
MERCY MEDICAL CENTER,ROSEBURG,Oregon,Douglas,3.0
ST MARY'S REGIONAL MEDICAL CENTER,ENID,Oklahoma,Garfield,4.0
THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,EL PASO,Texas,El paso,2.0
SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,California,Monterey,3.0
HENRY FORD HOSPITAL,DETROIT,Michigan,Wayne,2.0
CLOUD COUNTY HEALTH CENTER,CONCORDIA,Kansas,Cloud,2.0
HENDRICK MEDICAL CENTER,ABILENE,Texas,Taylor,5.0
DEACONESS HOSPITAL INC,EVANSVILLE,Indiana,Vanderburgh,3.0
ST JOSEPH HOSPITAL,NASHUA,New Hampshire,Hillsborough,2.0
SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,California,Santa clara,2.0
ILLINOIS VALLEY COMMUNITY HOSPITAL,PERU,Illinois,La salle,5.0
NATCHITOCHES REGIONAL MEDICAL CENTER,NATCHITOCHES,Louisiana,Natchitoches,3.0
CITIZENS MEDICAL CENTER,VICTORIA,Texas,Victoria,4.0
CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,COLLEGE STATION,Texas,Brazos,3.0
DAVIS HOSPITAL AND MEDICAL CENTER,LAYTON,Utah,Davis,3.0
THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,Texas,Jefferson,2.0
PULLMAN REGIONAL HOSPITAL,PULLMAN,Washington,Whitman,4.0
KETTERING MEDICAL CENTER - SYCAMORE,MIAMISBURG,Ohio,Montgomery,5.0
MEMORIAL HOSPITAL,MARYSVILLE,Ohio,Union,4.0
